State,No Of Vacancies,Total Formal Papers,Quota,Count,Ballot Position,Ticket,Surname,GivenNm,Papers,VoteTransferred,ProgressiveVoteTotal,Transfer Value,Status,Changed,Order Elected,Comment
NT,2,103617,34540,1,9, A,PRICE,Jacinta Nampijinpa,32630,32630,32630,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 2 after the exclusion of 1 candidate(s). Preferences received at count(s) 1."
NT,2,103617,34540,1,10, A,CIVITARESE,Kris,216,216,216,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 2 after the exclusion of 1 candidate(s). Preferences received at count(s) 1."
NT,2,103617,34540,1,11, B,McMAHON,Sam,9490,9490,9490,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 2 after the exclusion of 1 candidate(s). Preferences received at count(s) 1."
NT,2,103617,34540,1,12, B,HANSEN,Jed,119,119,119,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 2 after the exclusion of 1 candidate(s). Preferences received at count(s) 1."
NT,2,103617,34540,1,13, C,McCARTHY,Malarndirri,33854,33854,33854,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 2 after the exclusion of 1 candidate(s). Preferences received at count(s) 1."
NT,2,103617,34540,1,14, C,GANLEY,Kate,309,309,309,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 2 after the exclusion of 1 candidate(s). Preferences received at count(s) 1."
NT,2,103617,34540,1,15, D,LAWRENCE,Lance,6371,6371,6371,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 2 after the exclusion of 1 candidate(s). Preferences received at count(s) 1."
NT,2,103617,34540,1,16, D,HIBBERT,Kelly-Anne,84,84,84,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 2 after the exclusion of 1 candidate(s). Preferences received at count(s) 1."
NT,2,103617,34540,1,17, E,WHYTE,Lamaan,1678,1678,1678,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 2 after the exclusion of 1 candidate(s). Preferences received at count(s) 1."
NT,2,103617,34540,1,18, E,BELCHER,Richard,37,37,37,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 2 after the exclusion of 1 candidate(s). Preferences received at count(s) 1."
NT,2,103617,34540,1,19, F,ARRIGO,Steve,4517,4517,4517,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 2 after the exclusion of 1 candidate(s). Preferences received at count(s) 1."
NT,2,103617,34540,1,20, F,MARCUS,Angela,56,56,56,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 2 after the exclusion of 1 candidate(s). Preferences received at count(s) 1."
NT,2,103617,34540,1,21, G,CAMPBELL,Trudy,921,921,921,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 2 after the exclusion of 1 candidate(s). Preferences received at count(s) 1."
